;word;part_of_speech;Pozitivitate;Negativitate;Furie;Anticipare;Dezgust;Frica;Bucurie;Tristete;Surpriza;Incredere;wn_synset_id
9023;fără rost;Expresie;0;1;0;0;0;0;0;1;0;0;DEX
9024;fără sfârșit;Expresie;0;1;1;0;0;1;0;1;0;0;DEX
9025;fără simțire;Expresie;0;1;0;0;0;1;0;1;1;0;DEX
9026;fără valoare;Expresie;0;1;1;0;1;0;0;1;0;0;
9029;fierbe de mânie;Expresie;0;1;1;0;0;0;0;0;0;0;DEX
9034;gardă de corp;Expresie;1;0;0;0;0;0;0;0;0;1;DEX
9035;gardă personală;Expresie;1;0;0;0;0;0;0;0;0;1;DEX
9036;duce pe gârlă;Expresie;0;1;0;0;0;0;0;1;0;0;DEX
9039;ulei de geranium;Expresie;1;0;0;0;0;0;0;0;0;0;DEX
9044;arunca claie peste grămadă;Expresie;0;1;0;0;0;0;0;0;0;0;ENG30-01473020-v
9049;grijă;Expresie;0;1;0;1;0;1;0;0;0;0;DEX
9059;în cele din urmă;Expresie;0;0;0;1;0;0;0;0;0;0;DEX
9061;în culmea fericirii;Expresie;1;0;0;0;0;0;1;0;0;0;DEX
9062;în detrimentul;Expresie;0;1;0;0;0;0;0;0;0;0;DEX
9063;în viață;Expresie;1;0;0;0;0;0;1;0;1;1;DEX
9064;în voia sorții;Expresie;0;0;0;1;0;0;0;1;1;0;DEX
9072;inferior;Expresie;0;1;0;0;0;0;0;0;0;0;DEX
9080;întors pe dos;Expresie;0;1;1;0;0;0;0;1;0;0;DEX
9081;joc de noroc;Expresie;0;0;0;0;0;0;0;0;1;0;DEX
9082;Judecata de Apoi;Expresie;0;1;0;1;0;1;0;1;0;0;ENG30-15171307-n
9083;ziua judecății;Expresie;0;1;0;1;0;1;0;1;0;0;ENG30-15171307-n
9084;sfârșitul lumii;Expresie;0;1;0;1;0;1;0;1;0;0;ENG30-15171307-n
9085;la modă;Expresie;1;0;0;0;0;0;0;0;0;0;DEX
9086;da de naiba;Expresie;0;1;0;0;0;1;0;0;0;0;DEX
9088;lipsă de respect;Expresie;0;1;1;0;0;0;0;0;0;0;
9089;lipsit de mijloace;Expresie;0;1;0;0;0;0;0;1;0;0;DEX
9090;lună de miere;Expresie;1;0;0;1;0;0;1;0;1;1;DEX
9096;mic dejun;Expresie;1;0;0;0;0;0;0;0;0;0;
9110;numărătoare inversă;Expresie;0;0;0;1;0;0;0;0;0;0;DEX
9112;om de nimic;Expresie;0;1;1;0;1;0;0;0;0;0;DEX
9116;pe cale de dispariție;Expresie;0;1;0;0;0;1;0;1;0;0;DEX
9117;pe viață și pe moarte;Expresie;0;0;0;0;0;1;0;0;0;0;DEX
9119;pensie alimentară;Expresie;0;1;0;0;0;0;0;1;0;0;DEX
9120;piatră de temelie;Expresie;1;0;0;0;0;0;0;0;0;1;DEX
9122;plin de viață;Expresie;1;0;0;0;0;0;1;0;0;0;DEX
9125;praf de pușcă;Expresie;0;0;0;0;0;1;0;0;0;0;DEX
9129;punct culminant;Expresie;0;0;0;1;0;0;0;0;1;0;DEX
9135;ridica moralul;Expresie;1;0;0;0;0;0;1;0;0;1;DEX
9136;rochie de mireasă;Expresie;1;0;0;1;0;0;1;0;0;1;
9140;șarpe-cu-clopoței;Expresie;0;0;0;0;0;1;0;0;0;0;DEX
9148;șoarece de bibliotecă;Expresie;1;1;0;0;0;0;0;0;0;0;DEX
9151;sta bine;Expresie;1;0;0;0;0;0;0;0;0;0;DEX
9154;supt la față;Expresie;0;1;0;0;0;1;0;1;0;0;DEX
9157;țap ispășitor;Expresie;0;1;1;0;0;1;0;0;0;0;DEX
9158;timp liber;Expresie;1;0;0;1;0;0;1;0;1;0;DEX
9161;tras la față;Expresie;0;1;0;0;0;1;0;1;0;0;DEX
9164;cu ușurare;Expresie;1;0;0;0;0;0;1;0;0;0;DEX
9176;zori de zi;Expresie;1;0;0;1;0;0;1;0;0;1;DEX
